Brand,Model,Version,Category,Year,Kms,Hp,Gear_type,Fuel_type,Fuel_cons,Doors,Colour,ZIP,Province,Price_EUR
Opel,Astra,1.6 16v Comfort,Small,2000,43625,99,Manual,Petrol,7.6,5,Silver,3006,Alicante,2750
Volkswagen,Golf,1.4 Conceptline,Small,2002,93703,75,Manual,Petrol,8.2,5,Silver,3006,Alicante,3800
SEAT,Leon,2.0TDI CR S&S FR DSG-7 150,Small,2019,41078,150,Automatic,Diesel,4.0,5,Silver,3006,Alicante,19818
Mercedes-Benz,A 180,180CDI,Small,2007,90000,109,Automatic,Diesel,5.2,5,Silver,3007,Alicante,7500
Opel,Adam,1.4 XER S&S Glam,Small,2018,30430,101,Manual,Petrol,5.1,5,Burgundy,3006,Alicante,12000
Peugeot,308,1.6 BlueHDi Style EAT6 120,Small,2017,122014,120,Automatic,Diesel,3.5,5,Burgundy,3001,Alicante,12990
Fiat,500,1.2 Mirror,Small,2018,29840,69,Manual,Petrol,5.1,5,White,3690,Alicante,11750
Fiat,500,1.2 Lounge,Small,2018,33100,69,Manual,Petrol,5.1,5,White,3006,Alicante,9010
Toyota,Aygo,City,Small,2013,62733,68,Manual,Petrol,4.6,5,White,3006,Alicante,6870
Toyota,Yaris,Hybrid Active,Small,2018,48500,75,Automatic,Hybrid,3.7,5,White,3006,Alicante,11740
Renault,Megane,Dynamique,Small,2012,139641,110,Manual,Diesel,4.6,5,White,3006,Alicante,6490
Volkswagen,Golf,2.0TDI Style DSG 110kW,Small,2020,10500,150,Automatic,Diesel,3.9,5,White,3015,Alicante,29700
Opel,Corsa,1.4 GLP Selective 90,Small,2018,116210,90,Manual,Compressed Natural Gas \(CNG\),5.1,5,White,3006,Alicante,7818
SEAT,Leon,1.6TDI CR S&S Style 105,Small,2014,112500,105,Manual,Diesel,3.8,5,White,3006,Alicante,9950
Kia,Ceed / cee'd,1.6CRDI VGT Drive 136,Small,2017,48482,136,Manual,Diesel,4.0,5,White,3006,Alicante,13551
smart,forTwo,Coupé 45 mhd Pure Aut.,Small,2010,38000,61,Automatic,Petrol,4.2,5,White,3013,Alicante,6600
Opel,Adam,1.4 XEL S&S Glam,Small,2018,81780,87,Manual,Petrol,5.1,5,White,3293,Alicante,10200
Renault,Clio,1.0 TCE 74KW LPG BUSINESS 5P,Small,2020,36455,101,Manual,Petrol,5.4,5,White,3293,Alicante,14450
Mercedes-Benz,A 180,CDI BlueEfficiency (176.000),Small,2013,126032,109,Automatic,Diesel,4.4,5,White,3006,Alicante,13020
Peugeot,308,Style,Small,2019,9967,102,Manual,Diesel,3.8,5,White,3006,Alicante,14470
Citroen,C3,1.2 PureTech S&S Feel 83,Small,2020,7818,82,Manual,Petrol,4.7,5,White,3320,Alicante,13340
Peugeot,208,1.2 Puretech S&S Active 75,Small,2020,15485,75,Manual,Petrol,4.1,5,White,3320,Alicante,14110
Toyota,Yaris,1.5 Feel!,Small,2020,7123,111,Manual,Petrol,5.2,5,White,3006,Alicante,14182
BMW,118,118i,Small,2020,22698,140,Automatic,Petrol,5.3,5,White,3006,Alicante,25364
Ford,Ka/Ka+,Ka+ 1.19 Ti-VCT Active,Small,2019,24920,86,Manual,Petrol,4.9,5,White,3006,Alicante,10864
Chevrolet,Cruze,2.0VCDI LT+ Clima,Small,2012,104390,163,Manual,Diesel,5.6,5,White,3006,Alicante,7650
Renault,Clio,1.5DCI Yahoo eco2,Small,2012,109255,75,Manual,Diesel,4.0,5,White,3006,Alicante,5800
Hyundai,i10,1.1 Classic,Small,2012,56743,69,Manual,Petrol,4.7,5,White,3006,Alicante,5800
Ford,Fiesta,1.25 Trend 82,Small,2016,110177,82,Manual,Petrol,5.2,5,White,3006,Alicante,6916
Audi,A1,1.2 TFSI Attracted,Small,2013,65550,86,Manual,Petrol,5.1,5,White,3006,Alicante,11500
Renault,Clio,1.2 Life 55kW,Small,2017,13782,75,Manual,Petrol,5.6,5,White,3006,Alicante,9766
MINI,Cooper D,,Small,2008,308000,109,Manual,Diesel,3.9,5,Orange,3580,Alicante,6990
Kia,Picanto,1.1 EX,Small,2005,104876,65,Manual,Petrol,4.9,5,Orange,3006,Alicante,2900
Citroen,C3,1.6BlueHDi S&S Feel 75,Small,2018,2362,75,Manual,Diesel,3.6,5,Orange,3006,Alicante,13545
smart,forFour,66 Passion,Small,2017,30807,90,Automatic,Petrol,4.3,5,Orange,3006,Alicante,11402
Citroen,C3,1.6BlueHDi S&S Shine 75,Small,2017,63561,75,Manual,Diesel,3.6,5,Orange,3006,Alicante,12056
Audi,A1,Sportback 35 TFSI S line S tronic,Small,2020,17000,150,Automatic,Petrol,5.0,5,Orange,3203,Alicante,39900
Citroen,C3,1.2 PureTech S&S Feel 83,Small,2017,51000,82,Manual,Petrol,4.7,5,Orange,3158,Alicante,10200
Fiat,500,1.2 Lounge,Small,2018,45877,69,Manual,Petrol,5.1,5,Orange,3006,Alicante,8955
MINI,Cooper SD,,Small,2017,131391,170,Manual,Diesel,4.0,5,Orange,3006,Alicante,16168
Renault,Megane,1.8 TCe GPF RS EDC 205kW,Small,2020,18000,279,Automatic,Petrol,6.9,5,Orange,3700,Alicante,33500
smart,forFour,52 Passion,Small,2015,51000,71,Manual,Petrol,4.2,5,Orange,3580,Alicante,9990
SEAT,Leon,2.0TDI FR (159CO2),Small,2009,246278,170,Manual,Diesel,6.0,5,Orange,3009,Alicante,7950
MINI,Cooper,Aut.,Small,2014,84421,136,Automatic,Petrol,4.7,5,Orange,3006,Alicante,14150
Fiat,Tipo,1.0 Cross,Small,2021,17,99,Manual,Petrol,5.595933050212341,5,Orange,3204,Alicante,16900
MINI,Cooper S,,Small,2015,87930,192,Automatic,Petrol,5.7,5,Orange,3530,Alicante,17700
Renault,Megane,Coupé 1.5dCi En. Dynamique S&S 110,Small,2013,22911,110,Manual,Diesel,3.5,5,Orange,3006,Alicante,11400
Renault,Megane,Coupé 1.6dCi En. Privilege S&S 130,Small,2012,148443,131,Manual,Diesel,4.0,5,Orange,3006,Alicante,7950
Audi,A6,1.8T,Sedan,1999,150000,150,Manual,Petrol,9.2,5,Beige,3007,Alicante,3490
Maserati,Quattroporte,Diesel Aut.,Sedan,2014,68841,275,Automatic,Diesel,6.2,5,Beige,3006,Alicante,46900
Chevrolet,Epica,2.0VCDi 16v LTX,Sedan,2007,103000,150,Manual,Diesel,6.1,5,Beige,3690,Alicante,5899
Mercedes-Benz,E 250,E 250CDI BE Elegance Aut.,Sedan,2009,102000,204,Automatic,Diesel,5.3,5,Beige,3590,Alicante,15900
Audi,A6,2.0TDI S line edition S-T 140kW,Sedan,2016,83118,190,Automatic,Diesel,4.4,5,Beige,3006,Alicante,22710
Mercedes-Benz,S 500,Aut.,Sedan,2004,320000,306,Automatic,Petrol,12.7,5,Beige,3203,Alicante,6999
Renault,Laguna,2.0 16v Dynamique,Sedan,2004,162622,135,Manual,Petrol,7.0,5,Beige,3006,Alicante,2650
BMW,320,320iA Gran Turismo,Sedan,2015,119765,184,Automatic,Petrol,6.2,5,Beige,3001,Alicante,21490
SEAT,Toledo,1.6TDI CR S,Sedan,2015,8885,105,Manual,Diesel,4.0,5,Beige,3203,Alicante,13500
Volkswagen,Passat,2.0TDI Exclusive BMT,Sedan,2014,33246,140,Manual,Diesel,4.6,5,Blue,3006,Alicante,16900
BMW,318,318d,Sedan,2014,131133,143,Manual,Diesel,4.3,5,Blue,3006,Alicante,14900
Audi,A4,2.7TDI DPF,Sedan,2009,183809,190,Manual,Diesel,6.6,5,Blue,3006,Alicante,10400
Toyota,Avensis,2.0 Executive Aut.,Sedan,2006,140800,147,Automatic,Petrol,9.8,5,Blue,3189,Alicante,5500
Mercedes-Benz,C 220,220d,Sedan,2016,93126,170,Manual,Diesel,4.0,5,Blue,3006,Alicante,18710
Citroen,C5,2.0HDI Exclusive,Sedan,2009,60472,140,Automatic,Diesel,5.8,5,Blue,3006,Alicante,8900
BMW,418,d Advantage,Sedan,2016,101773,136,Automatic,Diesel,4.3,5,Blue,3006,Alicante,19650
BMW,520,520d,Sedan,2011,162072,184,Manual,Diesel,4.8,5,Blue,3006,Alicante,11950
Mercedes-Benz,C 200,200d 7G Plus,Sedan,2018,61500,136,Automatic,Diesel,4.3,5,Blue,3006,Alicante,25909
Mercedes-Benz,C 240,Elegance,Sedan,2005,351592,170,Manual,Petrol,10.7,5,Blue,3006,Alicante,3900
BMW,118,118D 150 STEPTRONIC m sport,Sedan,2020,12194,140,Automatic,Diesel,4.1,5,Blue,3320,Alicante,29937
Mercedes-Benz,E 200,CGI BE Avantgarde,Sedan,2011,119152,184,Manual,Petrol,7.1,5,Blue,3006,Alicante,15900
Jaguar,XF,3.0TDV6 Prestige Aut.,Sedan,2016,64000,300,Automatic,Diesel,6.0,5,Blue,3770,Alicante,26800
Kia,Optima,1.7 CRDI 141 DCT business,Sedan,2017,153531,141,Automatic,Diesel,4.2,5,Brown,3320,Alicante,12549
Skoda,Superb,2.0TDI AdBlue tech L&K DSG 140kW,Sedan,2016,109573,190,Automatic,Diesel,4.5,5,Brown,3006,Alicante,20093
BMW,520,520d,Sedan,2014,168043,190,Automatic,Diesel,4.3,5,Brown,3006,Alicante,16500
Opel,Insignia,1.6CDTI Selective Aut. 136,Sedan,2016,139532,136,Automatic,Diesel,4.9,5,Brown,3001,Alicante,11990
Mercedes-Benz,E 350,BE Avantgarde 7G Plus,Sedan,2012,194096,306,Automatic,Petrol,6.8,5,Brown,3006,Alicante,16500
Mercedes-Benz,C 250,9G-Tronic,Sedan,2018,44241,211,Automatic,Petrol,5.7,5,Brown,3006,Alicante,29000
BMW,525,d,Sedan,2017,137603,190,Manual,Diesel,4.5,5,Brown,3001,Alicante,27990
Mercedes-Benz,260,E,Sedan,1989,320000,159,Manual,Petrol,5.595933050212341,5,Brown,3580,Alicante,1590
Renault,Megane,RS Trophy TCe 221 kW (300CV) EDC GPF,Sedan,2019,41916,300,Automatic,Petrol,7.7,5,Yellow,3007,Alicante,33490
Ford,Mondeo,2.0i 16v Futura X,Sedan,2006,59959,145,Manual,Petrol,7.9,5,Yellow,3006,Alicante,5450
Abarth,500,595 1.4 16v T-Jet 145cv E6D,Sedan,2020,1,145,Manual,Petrol,6.6,5,Yellow,3204,Alicante,17500
Ford,Mondeo,2.2TDCi Titanium X,Sedan,2007,335000,155,Manual,Diesel,6.1,5,Yellow,3931,Alicante,1599
Mercedes-Benz,300,300D,Sedan,1986,298000,109,Manual,Diesel,5.595933050212341,5,Yellow,3203,Alicante,9999
SEAT,Leon,1.2 TSI 81kW (110CV) St&Sp Style,Sedan,2017,43941,110,Manual,Petrol,4.9,5,Grey,3007,Alicante,11490
Hyundai,i40,1.7CRDI GL Bluedrive City,Sedan,2013,102798,116,Manual,Diesel,4.3,5,Grey,3006,Alicante,9900
Renault,Talisman,1.6dCi Energy Zen EDC 96kW,Sedan,2016,107092,131,Automatic,Diesel,4.2,5,Grey,3006,Alicante,14766
Citroen,C5,1.8i 16v X,Sedan,2001,101260,117,Manual,Petrol,7.7,5,Grey,3006,Alicante,2950
Ford,Mondeo,1.5TDCI Trend 120,Sedan,2017,135840,120,Manual,Diesel,4.1,5,Grey,3006,Alicante,12991
Peugeot,508,1.6BlueHDI Active 120,Sedan,2018,42515,120,Manual,Diesel,3.8,5,Grey,3293,Alicante,15400
Mitsubishi,Lancer,Sportback 2.0DI-D Invite,Sedan,2010,125222,140,Manual,Diesel,6.3,5,Grey,3006,Alicante,7450
Infiniti,,3.5H V6 VVEL HYBRID GT AUTO,Sedan,2012,235449,364,Automatic,Hybrid,7.0,5,Grey,3007,Alicante,11990
BMW,530,530dA xDrive,Sedan,2016,100563,258,Automatic,Diesel,5.4,5,Grey,3006,Alicante,19650
MINI,Cooper S,,Sedan,2008,131600,175,Manual,Petrol,6.2,5,Grey,3007,Alicante,10490
Volvo,S90,D3 Momentum Aut.150 18,Sedan,2018,186000,150,Automatic,Diesel,4.9,5,Grey,3600,Alicante,22900
DS,Automobiles DS 5,2.0BlueHDi S&S Sport EAT6 180,Sedan,2016,111279,181,Automatic,Diesel,4.5,5,Grey,3006,Alicante,18110
Volkswagen,ID.3,Max 150kW,Sedan,2020,13000,204,Automatic,Electric,5.595933050212341,5,Grey,3015,Alicante,40900
Volkswagen,ID.3,1st Plus,Sedan,2020,4000,204,Automatic,Electric,5.595933050212341,5,Grey,3015,Alicante,33600
Audi,A4,2.0TDI Sport edition S tronic 110kW,Sedan,2016,128000,150,Automatic,Diesel,4.0,5,Grey,3560,Alicante,20900
Audi,A4,2.0,Sedan,2007,117000,131,Manual,Petrol,8.0,5,Grey,3006,Alicante,7390
Mercedes-Benz,CLA 180,CDI (117.301),Sedan,2014,120945,110,Manual,Diesel,4.2,5,Grey,3006,Alicante,18610
Mercedes-Benz,C 200,200d 7G Plus,Sedan,2017,98747,136,Automatic,Diesel,4.3,5,Grey,3006,Alicante,21402
Citroen,C5,2.0HDI X 90,Sedan,2002,280000,90,Manual,Diesel,5.6,5,Green,3006,Alicante,1900
Audi,A4,2.0TDI Design edition 110kW,Sedan,2017,88052,150,Manual,Diesel,3.8,5,Green,3006,Alicante,19020
Jaguar,S-Type,3.0 V6 Executive,Sedan,2000,144100,239,Automatic,Petrol,10.7,5,Green,3114,Alicante,4000
Porsche,Panamera,Turbo Aut.,Sedan,2010,74731,500,Automatic,Petrol,12.2,5,Green,3006,Alicante,44200
Jaguar,S-Type,2.7D V6 Sport,Sedan,2005,276000,207,Manual,Diesel,7.1,5,Green,3931,Alicante,2799
Jaguar,XJ,XJ6 3.2 Sport,Sedan,1997,235015,216,Automatic,Petrol,14.7,5,Green,3006,Alicante,7490
Volkswagen,Passat,1.6FSI Advance,Sedan,2006,139666,114,Manual,Petrol,7.5,5,Green,3006,Alicante,5550
Chrysler,Neon,2.0 LE,Sedan,2003,98650,133,Manual,Petrol,7.9,5,Green,3006,Alicante,2300
Volkswagen,ID.3,Style,Sedan,2020,6000,204,Automatic,Electric,5.595933050212341,5,Green,3015,Alicante,37600
Jaguar,XJ,XJ6 2.7D V6 Executive Aut.,Sedan,2006,112356,207,Automatic,Diesel,8.1,5,Green,3006,Alicante,11000
BMW,730,730dA,Sedan,2007,124937,231,Automatic,Diesel,8.2,5,Green,3006,Alicante,10990
Skoda,Citigo,1.0 MPI Ambition 60,Sedan,2016,275,60,Manual,Petrol,4.5,5,Green,3203,Alicante,9000
Mazda,3,2.0 e-skyactiv-g zenith 90kw,Sedan,2021,800,122,Manual,Petrol,5.0,5,Red,3570,Alicante,22800
BMW,320,320dA,Sedan,2018,44319,190,Automatic,Diesel,4.0,5,Red,3690,Alicante,29999
Renault,Talisman,1.6dCi Energy Twin Turbo Zen EDC 118kW,Sedan,2018,35900,160,Automatic,Diesel,4.4,5,Red,3006,Alicante,19455
Mazda,6,2.3 16v Sportive,Sedan,2006,125409,166,Manual,Petrol,8.7,5,Red,3006,Alicante,6300
Ford,Fiesta,1.25 Duratec 60cv Trend 3p,Sedan,2013,16940,60,Manual,Petrol,5.2,5,Red,3007,Alicante,7190
Mercedes-Benz,C 200,200CDI BE,Sedan,2013,91500,136,Manual,Diesel,4.9,5,Red,3006,Alicante,15790
BMW,320,320d Gran Turismo,Sedan,2016,118333,190,Manual,Diesel,4.6,5,Red,3001,Alicante,19990
Alfa-Romeo,Giulia,2.2 Diesel 136,Sedan,2018,133769,136,Manual,Diesel,4.2,5,Red,3006,Alicante,16290
Volkswagen,Golf,R 2.0 TSI 300CV BMT 4Motion DSG,Sedan,2015,89365,300,Automatic,Petrol,6.9,5,Red,3007,Alicante,24990
Mazda,6,2.0 Skyactiv-G Zenith Aut.,Sedan,2018,73990,145,Automatic,Petrol,6.2,5,Red,3007,Alicante,18490
Mazda,6,2.2DE Lux.+Prem.Black+Travel(Navi) 129kW,Sedan,2015,85601,175,Manual,Diesel,4.5,5,Red,3006,Alicante,16262
Volkswagen,Passat,2.0TDI EVO R-Line DSG7 147kW,Sedan,2021,13000,200,Automatic,Diesel,5.595933050212341,5,Black,3015,Alicante,35900
Audi,A4,2.0TDI S tronic 110kW,Sedan,2018,136133,150,Automatic,Diesel,4.0,5,Black,3006,Alicante,15955
Audi,A4,2.0TDI S tronic 110kW,Sedan,2018,127561,150,Automatic,Diesel,4.0,5,Black,3006,Alicante,17091
Mercedes-Benz,C 220,220CDI Avantgarde,Sedan,2008,169400,170,Manual,Diesel,5.9,5,Black,3206,Alicante,9500
Volvo,S80,T6 Optima III,Sedan,2004,215000,272,Automatic,Petrol,11.3,5,Black,3349,Alicante,4990
Renault,Clio,Zen TCe 66kW (90CV) -18,Sedan,2018,106494,90,Manual,Petrol,5.0,5,Black,3007,Alicante,18990
Opel,Insignia,1.6CDTI ecoF. S&S Excellence 136,Sedan,2016,93000,136,Manual,Diesel,3.9,5,Black,3006,Alicante,12130
BMW,320,320dA,Sedan,2012,250800,184,Automatic,Diesel,4.4,5,Black,3187,Alicante,13900
Kia,Optima,1.7CRDI Eco-Dynamics Drive DCT,Sedan,2017,127782,141,Automatic,Diesel,4.4,5,Black,3320,Alicante,12549
Volkswagen,Passat,2.0TDI BMT Sport DSG 110kW,Sedan,2015,148546,150,Automatic,Diesel,4.5,5,Black,3006,Alicante,15794
Mercedes-Benz,C 43 AMG,4Matic 7G Plus,Sedan,2018,68000,367,Automatic,Petrol,8.0,5,Black,3581,Alicante,41900
Infiniti,Q50,2.2d GT Premium Aut.,Sedan,2017,94517,170,Automatic,Diesel,4.3,5,Black,3001,Alicante,18990
Audi,A4,2.0 TFSI Multitronic 211,Sedan,2010,118934,211,Automatic,Petrol,7.1,5,Black,3006,Alicante,11490
Fiat,500,1.0 HYBRID 70 dolcevita,Sedan,2021,8827,69,Manual,Hybrid,3.9,5,Black,3320,Alicante,14711
Peugeot,308,1.2 PURETECH 130 EAT8 techedition,Sedan,2020,13965,131,Automatic,Petrol,3.7,5,Black,3320,Alicante,20194
BMW,740,740iA,Sedan,2019,18989,340,Automatic,Petrol,7.2,5,Black,3006,Alicante,69500
Porsche,Panamera,4 e-Hybrid Executive,Sedan,2017,85000,462,Automatic,Hybrid,2.7,5,Black,3203,Alicante,83999
BMW,518,518d (4.75),Sedan,2015,118980,150,Manual,Diesel,4.7,5,Black,3006,Alicante,15890
Alfa-Romeo,159,2.0JTDM Sport Plus 136,Sedan,2011,127000,136,Manual,Diesel,5.1,5,Black,3203,Alicante,8999
Audi,A6,1.8 TFSI S-Tronic,Sedan,2017,98477,190,Automatic,Petrol,5.7,5,Black,3006,Alicante,22660
BMW,325,325i Aut.,Sedan,2005,257000,218,Automatic,Petrol,7.9,5,Black,3189,Alicante,5500
Volkswagen,Passat,2.0TDI R-Line 4Motion,Sedan,2007,169958,140,Manual,Diesel,6.7,5,Silver,3600,Alicante,5750
BMW,318,318d,Sedan,2016,66790,150,Manual,Diesel,4.5,5,Silver,3006,Alicante,18224
Mercedes-Benz,C 220,220d,Sedan,2017,93182,170,Automatic,Diesel,4.0,5,Silver,3006,Alicante,24206
Toyota,Avensis,1.8 Advance,Sedan,2010,115215,147,Manual,Petrol,6.5,5,Silver,3006,Alicante,8900
Mercedes-Benz,C 220,220d,Sedan,2017,91540,170,Automatic,Diesel,4.0,5,Silver,3700,Alicante,24019
Mercedes-Benz,C 220,220d,Sedan,2017,91540,170,Automatic,Diesel,4.0,5,Silver,3006,Alicante,24019
Infiniti,Q50,2.2d Premium Aut.,Sedan,2018,44215,170,Automatic,Diesel,4.3,5,Silver,3006,Alicante,20864
Renault,Talisman,1.6dCi Energy Intens 96kW,Sedan,2017,127318,131,Manual,Diesel,3.9,5,Silver,3001,Alicante,14290
Opel,Insignia,2.0CDTI ecoF. S&S Selective 140,Sedan,2015,92294,140,Manual,Diesel,3.7,5,Silver,3006,Alicante,9813
Mercedes-Benz,C 200,200d 9G-Tronic (0.0),Sedan,2019,37000,150,Automatic,Diesel,4.4,5,Silver,3770,Alicante,31500
Mercedes-Benz,S 350,350d 4M Largo 9G-Tronic (9.75),Sedan,2017,54000,258,Automatic,Diesel,6.4,5,Silver,3770,Alicante,53000
Mercedes-Benz,S 350,350d 4M Largo 9G-Tronic (9.75),Sedan,2017,54000,258,Automatic,Diesel,6.4,5,Silver,3770,Alicante,53000
BMW,320,320iA,Sedan,2018,65451,184,Automatic,Petrol,5.9,5,Silver,3001,Alicante,23990
Opel,Insignia,2.0CDTI Excellence Aut. 170,Sedan,2016,82866,170,Automatic,Diesel,5.6,5,Silver,3006,Alicante,13505
Fiat,500,1.0 HYBRID 70 dolcevita,Sedan,2021,10887,69,Manual,Hybrid,3.9,5,Silver,3320,Alicante,14711
Jaguar,X-Type,2.0D Classic,Sedan,2004,172823,131,Manual,Diesel,5.7,5,Silver,3140,Alicante,4990
Citroen,C5,2.0HDI Millenium 160,Sedan,2015,133350,163,Manual,Diesel,4.9,5,Silver,3006,Alicante,10841
Mercedes-Benz,S 350,350d 4M Largo 9G-Tronic (9.75),Sedan,2017,54000,258,Automatic,Diesel,6.4,5,Silver,3770,Alicante,55000
BMW,318,318d,Sedan,2015,91756,143,Manual,Diesel,4.3,5,Silver,3006,Alicante,16308
Mercedes-Benz,E 220,220CDI BE Executive,Sedan,2012,151141,170,Manual,Diesel,5.0,5,Silver,3700,Alicante,14900
BMW,118,118D 150 STEPTRONIC m sport,Sedan,2020,10414,140,Automatic,Diesel,4.1,5,Silver,3320,Alicante,29937
Lexus,IS 300,300h Executive,Sedan,2014,115978,223,Automatic,Hybrid,4.3,5,Burgundy,3006,Alicante,18350
Audi,A6,2.0 TFSI Multitronic,Sedan,2012,111000,179,Automatic,Petrol,6.4,5,Burgundy,3580,Alicante,19990
Alfa-Romeo,166,2.0 TS,Sedan,2000,218328,155,Manual,Petrol,9.7,5,Burgundy,3006,Alicante,2300
Kia,Optima,1.7CRDI Eco-Dynamics Concept,Sedan,2016,62514,141,Manual,Diesel,4.2,5,White,3006,Alicante,14486
Jaguar,XE,2.0 Diesel R-Sport 180,Sedan,2015,80428,179,Manual,Diesel,4.3,5,White,3006,Alicante,18505
Opel,Astra,1.6 CDTI DYNAMIC 110CV 5P.,Sedan,2017,145414,110,Manual,Diesel,3.0,5,White,3600,Alicante,11950
BMW,318,318d,Sedan,2016,118607,150,Automatic,Diesel,4.5,5,White,3006,Alicante,17664
Jaguar,XE,2.0 Diesel R-Sport Aut. 180,Sedan,2016,75050,179,Automatic,Diesel,4.3,5,White,3006,Alicante,20841
BMW,318,318dA Business,Sedan,2019,47191,150,Automatic,Diesel,4.0,5,White,3293,Alicante,29450
BMW,320,320dA,Sedan,2018,54619,190,Automatic,Diesel,4.6,5,White,3006,Alicante,24909
Opel,Insignia,2.0CDTI ecoF. S&S Business 140,Sedan,2015,111698,140,Manual,Diesel,3.7,5,White,3006,Alicante,9626
DS,Automobiles DS 5,2.0BlueHDi S&S Style 150,Sedan,2016,75427,150,Manual,Diesel,4.3,5,White,3006,Alicante,15140
Mercedes-Benz,C 180,Kompressor BlueEfficiency (204.044),Sedan,2009,194236,156,Manual,Petrol,6.8,5,White,3006,Alicante,9900
BMW,118,118D 150 STEPTRONIC m sport,Sedan,2020,18935,150,Automatic,Diesel,4.1,5,White,3320,Alicante,28418
BMW,520,520d,Sedan,2014,106967,190,Manual,Diesel,4.3,5,White,3006,Alicante,18600
Audi,A4,2.0TDI CD S line edition Multitronic 150,Sedan,2015,63323,150,Automatic,Diesel,4.6,5,White,3006,Alicante,18599
Mazda,6,2.2DE Active 163,Sedan,2010,194187,163,Manual,Diesel,5.5,5,White,3006,Alicante,6800
Ford,Mondeo,SB 2.0TDCI ST-Line AWD 150,Wagon,2018,51054,150,Manual,Diesel,4.9,5,Beige,3006,Alicante,18750
Renault,Megane,S.T. 1.5dCi Energy Business 81kW,Wagon,2018,95846,110,Manual,Diesel,3.7,5,Beige,3690,Alicante,13725
Skoda,Octavia,Combi 1.9TDI Collection 110,Wagon,2005,172000,110,Manual,Diesel,5.0,5,Beige,3187,Alicante,3400
Ford,Focus,Sportbreak 1.0 Ecoboost Titanium,Wagon,2017,68940,125,Manual,Petrol,4.8,5,Blue,3550,Alicante,13900
Audi,A4,Avant 2.0TDI 140kW,Wagon,2017,120402,190,Manual,Diesel,4.4,5,Blue,3001,Alicante,19990
Skoda,Octavia,Combi 1.6TDI CR Ambition 110,Wagon,2016,97824,110,Manual,Diesel,3.8,5,Blue,3006,Alicante,11916
MINI,Cooper SD,Aut.,Wagon,2016,78467,190,Automatic,Diesel,4.3,5,Blue,3006,Alicante,20467
SEAT,Leon,ST 1.4 TSI S&S Style 125,Wagon,2017,75469,125,Manual,Petrol,5.2,5,Blue,3006,Alicante,11740
Volkswagen,Passat,Variant 1.5 TSI ACT Sport,Wagon,2019,5502,150,Manual,Petrol,5.5,5,Blue,3203,Alicante,21600
Audi,A4,Avant 2.0TDI S line ed. quattro S-T 140kW (4.75),Wagon,2017,61500,190,Automatic,Diesel,4.7,5,Blue,3203,Alicante,29400
Hyundai,i40,CW 1.7CRDI GL Bluedrive,Wagon,2011,144991,136,Manual,Diesel,4.5,5,Blue,3006,Alicante,9750
Hyundai,i40,CW 1.7CRDI Style Aut.,Wagon,2014,100301,136,Automatic,Diesel,6.0,5,Blue,3006,Alicante,13400
MINI,Cooper D,,Wagon,2016,112395,150,Automatic,Diesel,4.1,5,Blue,3006,Alicante,14907
SEAT,Leon,ST 2.0TDI CR S&S Style DSG6,Wagon,2015,123568,150,Automatic,Diesel,4.4,5,Blue,3001,Alicante,13690
Mercedes-Benz,C 180,BlueTEC / d T (205.204),Wagon,2017,115029,116,Manual,Diesel,4.3,5,Blue,3006,Alicante,16290
Mercedes-Benz,E 200,Estate 200d 9G-Tronic,Wagon,2017,110788,150,Automatic,Diesel,4.3,5,Blue,3006,Alicante,23570
Peugeot,308,SW 1.5BlueHDi S&S Style 130,Wagon,2018,49482,131,Manual,Diesel,3.7,5,Blue,3320,Alicante,15400
Volkswagen,Golf,Variant 1.6TDI CR BMT Advance 105,Wagon,2014,196000,105,Manual,Diesel,3.9,5,Blue,3006,Alicante,9300
Peugeot,508,SW 1.6BlueHDI GT Line 120,Wagon,2018,73197,120,Manual,Diesel,4.2,5,Blue,3007,Alicante,13990
SEAT,Leon,ST X-Perience,Wagon,2018,23452,125,Manual,Petrol,5.2,5,Blue,3006,Alicante,16290
Audi,S6,Avant Tiptronic,Wagon,2007,66500,435,Automatic,Petrol,13.4,5,Blue,3008,Alicante,23990
Audi,A6,Avant 2.0 TDI ultra,Wagon,2017,118086,150,Automatic,Diesel,4.5,5,Blue,3006,Alicante,19930
Volvo,V90,D3 Inscription Aut. 150,Wagon,2017,115878,150,Automatic,Diesel,4.5,5,Blue,3006,Alicante,20840
Opel,Insignia,InsigniaST 2.0CDTI Excellence Aut. 170,Wagon,2016,95362,170,Automatic,Diesel,5.7,5,Blue,3007,Alicante,12990
Audi,A6,Avant 3.0TDI S line edition Mult.,Wagon,2014,114792,204,Automatic,Diesel,5.2,5,Blue,3001,Alicante,22990
Opel,Zafira,Selective,Wagon,2012,107800,140,Manual,Petrol,6.3,5,Blue,3006,Alicante,8840
Toyota,Auris,Touring Sports hybrid Advance,Wagon,2015,57119,136,Automatic,Hybrid,4.0,5,Brown,3006,Alicante,13645
Peugeot,508,SW 1.6HDI Active,Wagon,2011,115874,111,Manual,Diesel,4.8,5,Brown,3006,Alicante,8900
Opel,Astra,ST 1.6CDTi Selective 110,Wagon,2017,80645,110,Manual,Diesel,3.6,5,Brown,3001,Alicante,11790
Volkswagen,Touran,Advance,Wagon,2012,102812,105,Manual,Diesel,5.1,5,Grey,3006,Alicante,11190
Renault,Megane,S.T. 1.9dCi Dynamique,Wagon,2010,201448,131,Manual,Diesel,5.1,5,Grey,3006,Alicante,7300
