Brand,Model,Version,Type,Year,Kms,Hp,Gear_type,Fuel_type,Fuel_cons,Doors,Colour,ZIP,Province,Seller,Price_EUR
Kia,Sportage,1.6 GDi Concept 4x2,suv,2018,39922,132,Manual,Petrol,6.7,5,White,41007,Sevilla,Dealer,16990
Mitsubishi,ASX,160 MPI Motion,suv,2015,143276,117,Manual,Petrol,5.9,5,White,41500,Sevilla,Dealer,9990
BMW,X1,sDrive 18d,suv,2017,70161,150,Manual,Diesel,4.6,5,White,41500,Sevilla,Dealer,21963
Peugeot,2008,1.2 PureTech Style 82,suv,2017,51256,82,Manual,Petrol,4.9,5,White,41001,Sevilla,Dealer,13935
Toyota,C-HR,180H Advance,suv,2020,10727,184,Automatic,Hybrid,4.0,5,White,41001,Sevilla,Dealer,26390
Fiat,500X,1.6 E-Torq Pop Star 4x2,suv,2017,35604,110,Manual,Petrol,6.4,5,White,41001,Sevilla,Dealer,13299
BMW,X3,xDrive 20dA,suv,2019,7131,190,Automatic,Diesel,5.1,5,White,41001,Sevilla,Dealer,39026
Hyundai,Tucson,1.7CRDI BD Link Sky 4x2 115,suv,2019,72820,114,Manual,Diesel,4.6,5,White,41500,Sevilla,Dealer,18990
Mazda,CX-5,2.2DE Luxury 4WD,suv,2015,158200,150,Manual,Diesel,5.2,5,White,41500,Sevilla,Dealer,13990
BMW,X2,sDrive20i DCT PACK M,suv,2018,26424,192,Automatic,Petrol,5.5,5,White,41500,Sevilla,Dealer,35490
Dacia,Duster,1.5dCi Ambiance 4x2 110,suv,2017,45121,110,Manual,Diesel,4.8,5,White,41500,Sevilla,Dealer,13990
Land-Rover,Range Rover Evoque,2.0L TD4 132kW (180CV) 4x4 SE Auto,suv,2017,45999,179,Automatic,Diesel,5.1,5,White,41500,Sevilla,Dealer,28490
Hyundai,Santa Fe,Tm 2.2CRDi Klass DK 4x2,suv,2019,88670,200,Manual,Diesel,5.9,5,White,41500,Sevilla,Dealer,26490
Land-Rover,Range Rover Evoque,2.0L eD4 Diesel 150CV 4x2 Pure,suv,2015,149237,150,Manual,Diesel,5.0,5,White,41500,Sevilla,Dealer,20490
Nissan,Qashqai,1.5dCi Acenta 4x2,suv,2015,117000,110,Manual,Diesel,3.8,5,White,41500,Sevilla,Dealer,14590
BMW,X3,sDrive 18dA,suv,2017,54000,150,Automatic,Diesel,5.0,5,White,41500,Sevilla,Dealer,24990
Nissan,Qashqai,1.5dCi Acenta 4x2,suv,2015,230929,110,Manual,Diesel,3.8,5,White,41500,Sevilla,Dealer,8490
Peugeot,2008,1.6 BlueHDI Allure 100,suv,2016,0,99,Manual,Diesel,3.7,5,White,41500,Sevilla,Dealer,13490
Hyundai,iX35,1.7CRDI Comfort 4x2,suv,2012,99700,114,Manual,Diesel,5.4,5,White,41500,Sevilla,Dealer,10490
Peugeot,3008,1.5L BlueHDi 96kW (130CV) S&S Allure,suv,2019,54133,131,Manual,Diesel,4.2,5,White,41500,Sevilla,Dealer,23990
Volvo,XC60,D3 Kinetic 136,suv,2013,138301,136,Manual,Diesel,5.3,5,White,41500,Sevilla,Dealer,15990
Mazda,CX-3,2.0 Skyactiv-G Zenith 2WD 89kW,suv,2019,18813,121,Manual,Petrol,5.9,5,White,41500,Sevilla,Dealer,17500
Audi,Q3,2.0TDI Sport edition 110kW(4.75),suv,2018,22302,150,Manual,Diesel,4.8,5,White,41500,Sevilla,Dealer,24455
Kia,Sportage,1.6 GDi Concept 4x2 132,suv,2019,8941,132,Manual,Petrol,6.8,5,White,41500,Sevilla,Dealer,18545
Kia,Niro,1.6 HEV Emotion,suv,2018,42232,141,Automatic,Hybrid,4.3,5,White,41500,Sevilla,Dealer,19000
Volkswagen,up!,Load 1.0 60CV,van,2016,179026,60,Manual,Petrol,4.5,5,White,41500,Sevilla,Dealer,4990
Renault,Clio,Société dCi 75CV Euro 6,van,2016,42000,75,Manual,Diesel,3.3,5,White,41500,Sevilla,Dealer,7990
Fiat,Tipo,1.0 Cross,small,2020,23150,99,Manual,Petrol,0.0,5,Orange,41014,Sevilla,Dealer,17400
Volkswagen,Polo,1.0 TSI Advance 70kW,small,2019,13334,95,Manual,Petrol,4.6,5,Orange,41001,Sevilla,Dealer,14572
Citroen,C3,1.2 PureTech S&S Shine 110,small,2017,121352,110,Manual,Petrol,4.6,5,Orange,41500,Sevilla,Dealer,11402
Ford,Ka/Ka+,Ka+ 1.19 Ti-VCT Ultimate,small,2017,46383,86,Manual,Petrol,4.9,5,Orange,41001,Sevilla,Dealer,9026
Kia,Picanto,1.1 EX,small,2005,104876,65,Manual,Petrol,4.9,5,Orange,41500,Sevilla,Dealer,2900
smart,forFour,66 Passion,small,2017,30807,90,Automatic,Petrol,4.3,5,Orange,41500,Sevilla,Dealer,11402
Renault,Clio,Blue dCi Zen 85kW,small,2020,16150,116,Manual,Diesel,3.6,5,Orange,41700,Sevilla,Dealer,15950
SEAT,Leon,2.0TDI CR S&S Xcellence 150,small,2018,63656,150,Manual,Diesel,4.3,5,Orange,41001,Sevilla,Dealer,18663
Citroen,C3,1.6BlueHDi S&S Shine 75,small,2017,63561,75,Manual,Diesel,3.6,5,Orange,41500,Sevilla,Dealer,12056
Renault,Clio,TCe Zen 74kW,small,2020,30798,101,Manual,Petrol,4.3,5,Orange,41001,Sevilla,Dealer,14117
Volkswagen,Polo,1.0 TSI Advance 70kW,small,2020,17900,95,Manual,Petrol,4.6,5,Orange,41001,Sevilla,Dealer,16481
Fiat,500,1.2 Lounge,small,2018,45877,69,Manual,Petrol,5.1,5,Orange,41500,Sevilla,Dealer,8955
MINI,Cooper SD,,small,2017,131391,170,Manual,Diesel,4.0,5,Orange,41500,Sevilla,Dealer,16168
Opel,Corsa,1.2T XHL S/S Elegance 100,small,2021,2,101,Manual,Petrol,0.0,5,Orange,41014,Sevilla,Dealer,15400
MINI,Cooper,Aut.,small,2014,84421,136,Automatic,Petrol,4.7,5,Orange,41500,Sevilla,Dealer,14150
MINI,Cooper,Cooper,small,2016,25000,136,Manual,Petrol,4.7,5,Orange,41100,Sevilla,Dealer,16900
Fiat,Tipo,1.0 Cross,small,2020,23150,99,Manual,Petrol,0.0,5,Orange,41920,Sevilla,Dealer,17900
Renault,Megane,Coupé 1.5dCi En. Dynamique S&S 110,small,2013,22911,110,Manual,Diesel,3.5,5,Orange,41500,Sevilla,Dealer,11400
BMW,3 Series,330iA,sedan,2020,13000,258,Automatic,Petrol,5.6,5,Orange,41500,Sevilla,Dealer,36490
Citroen,Spacetourer,BlueHDI S&S XL Feel 150,minivan,2019,34166,150,Manual,Diesel,5.5,5,Orange,41500,Sevilla,Dealer,28545
SEAT,Arona,1.6TDI CR S&S FR 115,suv,2018,119950,116,Manual,Diesel,4.3,5,Orange,41500,Sevilla,Dealer,16182
Peugeot,2008,1.2 PureTech S&S GT Line 130,suv,2019,20685,131,Manual,Petrol,4.5,5,Orange,41006,Sevilla,Dealer,22490
Renault,Captur,TCe GPF Zen 96kW,suv,2019,70082,131,Manual,Petrol,5.6,5,Orange,41927,Sevilla,Dealer,16990
Peugeot,2008,1.2 PureTech S&S Active 100,suv,2020,13000,101,Manual,Petrol,4.6,5,Orange,41500,Sevilla,Dealer,17990
SsangYong,Tivoli,G16 Premium 4x2,suv,2019,13472,128,Manual,Petrol,6.9,5,Orange,41500,Sevilla,Dealer,14500
Peugeot,2008,1.2 PureTech S&S Active 100,suv,2020,19509,101,Manual,Petrol,4.6,5,Orange,41001,Sevilla,Dealer,20299
Dacia,Duster,TCE GPF Prestige 4x2 96kW,suv,2019,25767,131,Manual,Petrol,5.8,5,Orange,41001,Sevilla,Dealer,16299
SEAT,Arona,1.0 TSI Ecomotive S&S FR 115,suv,2019,42036,116,Manual,Petrol,5.1,5,Orange,41500,Sevilla,Dealer,16182
Jeep,Compass,1.6 Mjt Sport 4x2,suv,2019,61403,120,Manual,Diesel,4.4,5,Orange,41001,Sevilla,Dealer,18208
SEAT,Ateca,Xcellence,suv,2017,85763,150,Manual,Petrol,5.3,5,Orange,41007,Sevilla,Dealer,18020
Hyundai,Kona,1.0 TGDI Essence 4x2,suv,2019,45179,120,Manual,Petrol,5.2,5,Orange,41500,Sevilla,Dealer,13773
SEAT,Arona,1.0 TGI S&S FR 90,suv,2019,29997,90,Manual,CNG,5.2,5,Orange,41500,Sevilla,Dealer,16591
Renault,Captur,TCe eco2 Energy Zen 90,suv,2016,29971,90,Manual,Petrol,4.9,5,Orange,41500,Sevilla,Dealer,12430
SEAT,Arona,1.0 TGI S&S FR 90,suv,2019,31493,90,Manual,CNG,5.2,5,Orange,41500,Sevilla,Dealer,16273
Suzuki,Vitara,1.6 GLE,suv,2016,124947,120,Manual,Petrol,5.3,5,Orange,41100,Sevilla,Dealer,13680
Audi,Q2,1.0 TFSI Sport edition 85kW,suv,2018,73800,116,Manual,Petrol,5.3,5,Orange,41500,Sevilla,Dealer,19990
SEAT,Ateca,2.0TDI CR S&S Xcellence 4Drive 150,suv,2018,87110,150,Manual,Diesel,5.1,5,Orange,41500,Sevilla,Dealer,21182
Renault,Captur,TCe Intens 67kW,suv,2021,18,91,Manual,Petrol,5.3,5,Orange,41740,Sevilla,Dealer,17490
Peugeot,2008,1.5BlueHDi S&S Allure 100,suv,2020,20713,101,Manual,Diesel,3.8,5,Orange,41001,Sevilla,Dealer,21117
