Year,Kms,Hp,Fuel_cons,Doors,Gear_type_Automatic,Gear_type_Manual,Fuel_type_CNG,Fuel_type_Diesel,Fuel_type_Electric,Fuel_type_Hybrid,Fuel_type_LPG,Fuel_type_Petrol,Type_cabrio,Type_coupe,Type_familiar,Type_minivan,Type_other,Type_sedan,Type_small,Type_suv,Type_van,Seller_Dealer,Seller_Private,Brand_encoded,Model_encoded,Colour_encoded,Province_encoded,Price_EUR
2018,63432,90,4.7,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,11099.399408284024,9136.68,22525.904646660212,35752.32492668622,9500
2008,165600,147,7.1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,14850.905,15624.25352112676,22525.904646660212,35752.32492668622,5900
2014,71000,80,5.0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15693.285714285714,10886.095238095239,22525.904646660212,35752.32492668622,6500
2012,118600,126,5.2,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14041.39201183432,12706.448275862069,22525.904646660212,35752.32492668622,7400
2015,164000,179,6.5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,25546.556756756756,14904.820895522387,22525.904646660212,35752.32492668622,18000
2015,85236,476,8.2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,29082.68607594937,22000.803183791606,22525.904646660212,35752.32492668622,52500
2007,310000,231,7.2,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26202.40666450987,14949.803921568628,22525.904646660212,35752.32492668622,6400
2017,79500,330,7.7,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,97983.84231274639,70280.73333333334,22525.904646660212,35752.32492668622,65300
2020,25000,102,3.2,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9915.299401197604,8330.035294117648,22525.904646660212,35752.32492668622,16500
2017,100600,192,6.0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,16542.651072961373,15165.925905134225,22525.904646660212,35752.32492668622,16000
2015,120000,150,4.7,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,16542.651072961373,15251.886281588448,22525.904646660212,35752.32492668622,17000
2016,74000,150,4.0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26202.40666450987,15653.143884892086,22525.904646660212,35752.32492668622,16800
2016,5477,230,6.4,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,16542.651072961373,15358.08,22525.904646660212,35752.32492668622,25500
2009,173000,69,5.4,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13946.821985233799,8811.808695652175,22525.904646660212,35752.32492668622,2300
2016,163000,190,5.6,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26202.40666450987,17046.271698113207,22525.904646660212,35752.32492668622,23000
2013,180000,116,4.3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26202.40666450987,15653.143884892086,22525.904646660212,35752.32492668622,10500
2018,9984,90,5.2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,10401.267515923568,10481.028846153846,22525.904646660212,35752.32492668622,16000
2010,145000,136,4.6,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25546.556756756756,15994.482233502538,22525.904646660212,35752.32492668622,10500
2017,95000,69,4.1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,14041.39201183432,6991.475,22525.904646660212,35752.32492668622,6700
1999,120000,167,9.4,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13407.126549249837,5554.023725911552,22525.904646660212,35752.32492668622,25000
2010,190000,125,5.9,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,13341.578947368422,12352.943181818182,22525.904646660212,35752.32492668622,5100
2011,232000,105,3.8,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16542.651072961373,15251.886281588448,22525.904646660212,35752.32492668622,6000
2012,185000,68,5.2,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,10886.36388508892,9396.064389328878,22525.904646660212,35752.32492668622,3690
2010,215000,143,4.7,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26202.40666450987,15653.143884892086,22525.904646660212,35752.32492668622,6900
2013,169000,68,3.8,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13407.126549249837,14947.338028169013,22525.904646660212,35752.32492668622,4750
2011,110000,150,6.3,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13946.821985233799,8811.808695652175,22525.904646660212,35752.32492668622,9400
2014,188290,184,4.5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26202.40666450987,15653.143884892086,22525.904646660212,35752.32492668622,11200
2007,590000,105,5.1,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13240.354497354498,15413.52380952381,22525.904646660212,35752.32492668622,3000
2003,352239,80,5.4,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11099.399408284024,9188.34529147982,22525.904646660212,35752.32492668622,1099
2014,155000,245,5.9,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25546.556756756756,19745.356435643564,22525.904646660212,35752.32492668622,19000
2013,170000,143,4.5,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,26202.40666450987,14949.803921568628,22525.904646660212,35752.32492668622,13200
2008,220000,150,5.9,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13885.174757281553,6841.4739374027295,22525.904646660212,35752.32492668622,7000
2017,76000,120,4.4,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10412.196983141082,10405.51282051282,22525.904646660212,35752.32492668622,13900
2016,73000,230,6.4,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,13240.354497354498,15413.52380952381,22525.904646660212,35752.32492668622,19500
2013,126000,90,4.2,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13946.821985233799,8811.808695652175,22525.904646660212,35752.32492668622,5500
2017,169000,131,4.4,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11099.399408284024,17485.728260869564,22525.904646660212,35752.32492668622,16900
2009,240000,110,5.6,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16542.651072961373,8165.482142857143,22525.904646660212,35752.32492668622,5000
2010,222500,143,5.4,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25546.556756756756,15994.482233502538,22525.904646660212,35752.32492668622,8500
2016,163000,190,4.8,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,26202.40666450987,17046.271698113207,22525.904646660212,35752.32492668622,23000
2006,152000,69,5.5,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10886.36388508892,8084.3172053127,22525.904646660212,35752.32492668622,4699
2018,41000,150,7.2,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16542.651072961373,49616.085518230655,22525.904646660212,35752.32492668622,62000
2007,90000,52,5.2,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,10717.666666666666,3042.0546344581658,22525.904646660212,35752.32492668622,1500
2016,120000,110,4.7,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,13407.126549249837,11825.056856187291,22525.904646660212,35752.32492668622,10950
2010,144000,143,5.3,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13946.821985233799,8817.225,22525.904646660212,35752.32492668622,9500
2017,55000,143,4.6,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14041.39201183432,9752.207547169812,22525.904646660212,35752.32492668622,16000
2017,55000,143,4.6,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14041.39201183432,9752.207547169812,22525.904646660212,35752.32492668622,16000
2020,174000,75,4.9,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11099.399408284024,5345.558823529496,22525.904646660212,35752.32492668622,5200
2013,143000,110,4.5,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9915.299401197604,8723.726153846153,22525.904646660212,35752.32492668622,7500
2012,150000,90,5.1,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9915.299401197604,16017.564778513857,22525.904646660212,35752.32492668622,5500
2016,136000,95,4.1,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13167.835322195704,8267.407754803382,22525.904646660212,35752.32492668622,10000
2016,145000,218,5.5,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25546.556756756756,19745.356435643564,22525.904646660212,35752.32492668622,28500
2013,134500,90,5.1,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9915.299401197604,16017.564778513857,22525.904646660212,35752.32492668622,3700
2013,179000,120,4.7,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25546.556756756756,15994.482233502538,22525.904646660212,35752.32492668622,10800
2003,270000,90,6.5,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13167.835322195704,7670.730769450135,22525.904646660212,35752.32492668622,2199
2012,180000,313,6.4,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25546.556756756756,19745.356435643564,22525.904646660212,35752.32492668622,23500
2016,115000,170,4.4,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,29082.68607594937,22000.803183791606,22525.904646660212,35752.32492668622,22990
2015,130000,204,4.9,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,29082.68607594937,24612.097156398104,22525.904646660212,35752.32492668622,21000
2011,145000,163,7.2,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,29082.68607594937,15815.75,22525.904646660212,35752.32492668622,12000
2019,21000,120,4.8,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11099.399408284024,14268.404411764706,22525.904646660212,35752.32492668622,21500
2014,122000,140,5.6,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13167.835322195704,10436.106598984772,22525.904646660212,35752.32492668622,10900
2015,165000,116,6.0,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13341.578947368422,11352.352459016394,22525.904646660212,35752.32492668622,10500
2019,59000,131,4.3,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13407.126549249837,21585.10714285714,22525.904646660212,35752.32492668622,25000
2012,190000,109,5.3,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10412.196983141082,6242.000096502937,22525.904646660212,35752.32492668622,5600
2014,115000,150,3.9,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10412.196983141082,7751.074074154362,22525.904646660212,35752.32492668622,11500
2009,229000,105,4.5,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13946.821985233799,7927.896551724138,22525.904646660212,35752.32492668622,4300
2014,60500,109,4.1,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,29082.68607594937,16331.6,22525.904646660212,35752.32492668622,13800
2012,253000,109,5.3,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10412.196983141082,7751.074074154362,22525.904646660212,35752.32492668622,4850
2014,130000,116,4.5,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13341.578947368422,11352.352459016394,22525.904646660212,35752.32492668622,10500
2014,270000,116,5.7,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,10721.094444444445,10814.666666666666,22525.904646660212,35752.32492668622,3500
2017,19000,150,5.4,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,16542.651072961373,15373.22602739726,22525.904646660212,35752.32492668622,21000
2015,300000,105,5.7,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,13946.821985233799,7927.896551724138,22525.904646660212,35752.32492668622,5000
2014,190000,110,4.1,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11099.399408284024,14268.404411764706,22525.904646660212,35752.32492668622,7000
2009,180000,128,5.2,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13341.578947368422,14634.158029246624,22525.904646660212,35752.32492668622,5600
2011,230000,140,5.5,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13946.821985233799,23139.966666666747,22525.904646660212,35752.32492668622,9800
2006,170000,150,7.1,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9915.299401197604,9182.20253164557,22525.904646660212,35752.32492668622,5200
2014,170000,114,4.2,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13407.126549249837,17605.80745341615,22525.904646660212,35752.32492668622,7700
2013,145000,105,4.5,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16542.651072961373,15373.22602739726,22525.904646660212,35752.32492668622,10200
2017,58000,132,6.6,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,14041.39201183432,13828.708333333334,22525.904646660212,35752.32492668622,13900
2012,139753,140,5.8,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13946.821985233799,7927.896551724138,22525.904646660212,35752.32492668622,6400
2016,74800,150,5.0,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13167.835322195704,12672.344827586207,22525.904646660212,35752.32492668622,19800
2012,55000,124,5.0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,13885.174757281553,10193.566560088428,22525.904646660212,35752.32492668622,9997
2012,175000,245,7.4,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,37554.805555555555,22525.904646660212,35752.32492668622,32000
1989,233000,136,5.987094625390036,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,25546.556756756756,15571.157894736842,22525.904646660212,35752.32492668622,4000
2006,312000,150,5.7,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,14949.803921568628,22525.904646660212,35752.32492668622,6000
2009,144000,306,10.9,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,37554.805555555555,22525.904646660212,35752.32492668622,17500
2019,62000,190,4.6,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,29806.568571428572,22525.904646660212,35752.32492668622,30900
2012,127000,306,6.8,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,29082.68607594937,22000.803183791606,22525.904646660212,35752.32492668622,19450
2010,240000,204,4.9,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,29082.68607594937,24612.097156398104,22525.904646660212,35752.32492668622,11000
2012,63000,184,6.9,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,29082.68607594937,24612.097156398104,22525.904646660212,35752.32492668622,19500
2017,181900,170,4.4,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,29082.68607594937,22000.803183791606,22525.904646660212,35752.32492668622,29400
2009,300000,218,7.1,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,14949.803921568628,22525.904646660212,35752.32492668622,7300
2016,45000,370,7.9,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,61224.44444425153,22525.904646660212,35752.32492668622,44900
2005,299000,163,8.6,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,29082.68607594937,22000.803183791606,22525.904646660212,35752.32492668622,3500
2010,215000,190,6.4,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25546.556756756756,22657.184210526317,22525.904646660212,35752.32492668622,13500
2009,170000,140,5.6,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16542.651072961373,9334.41935484003,22525.904646660212,35752.32492668622,5890
1994,150000,109,7.5,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,18253.76070528967,23466.066161775532,22525.904646660212,35752.32492668622,7500
2013,25500,551,14.4,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,301221.45945945947,110536.34673042381,22525.904646660212,35752.32492668622,129000
2015,183000,258,5.9,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,36015.9900990099,22525.904646660212,35752.32492668622,30500
2015,183000,258,5.9,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,36015.9900990099,22525.904646660212,35752.32492668622,30000
1989,140000,140,12.0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,15693.285714285714,24075.720648219376,22525.904646660212,35752.32492668622,28700
2018,47000,170,4.4,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,29082.68607594937,22000.803183791606,22525.904646660212,35752.32492668622,38000
2021,15000,258,5.7,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,29806.568571428572,22525.904646660212,35752.32492668622,57900
2009,199900,177,4.8,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,15653.143884892086,22525.904646660212,35752.32492668622,8900
2019,7000,252,6.4,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,61487.668950774205,61487.668950774205,22525.904646660212,35752.32492668622,62000
2017,29900,362,2.1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,82512.71306487371,22525.904646660212,35752.32492668622,88000
2016,162000,313,7.0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,37554.805555555555,22525.904646660212,35752.32492668622,40000
2016,120000,258,5.1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,29806.568571428572,22525.904646660212,35752.32492668622,26500
2016,122000,190,4.0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,29806.568571428572,22525.904646660212,35752.32492668622,26500
2009,108000,480,12.8,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,97983.84231274639,106434.44628099173,22525.904646660212,35752.32492668622,79000
2014,112000,190,4.1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,24204.271812080537,22525.904646660212,35752.32492668622,17990
2011,110000,204,4.9,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,29082.68607594937,22000.803183791606,22525.904646660212,35752.32492668622,16999
2017,80000,314,9.9,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,13167.835322195704,37194.20895522388,22525.904646660212,35752.32492668622,30900
2018,85025,381,7.8,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,82038.09511736929,22525.904646660212,35752.32492668622,57500
2017,23000,610,12.3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,25546.556756756756,128489.56518809534,22525.904646660212,35752.32492668622,149900
2016,35000,310,9.9,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,13167.835322195704,37194.20895522388,22525.904646660212,35752.32492668622,32500
2016,120000,258,5.1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,29806.568571428572,22525.904646660212,35752.32492668622,26500
2015,120000,136,4.4,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,29082.68607594937,27319.122047244095,22525.904646660212,35752.32492668622,18780
2008,19000,519,17.0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,301221.45945945947,110536.34673042381,22525.904646660212,35752.32492668622,88000
2019,65943,340,9.3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,97983.84231274639,43498.07751937985,22525.904646660212,35752.32492668622,82500
2013,25500,551,14.4,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,301221.45945945947,110536.34673042381,22525.904646660212,35752.32492668622,129000
1996,130000,126,7.0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,13885.174757281553,14536.657894736842,22525.904646660212,35752.32492668622,4500
2018,21500,460,8.4,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,84151.33333333333,22525.904646660212,35752.32492668622,87900
2016,125000,431,8.7,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,26202.40666450987,84151.33333333333,22525.904646660212,35752.32492668622,41995
2020,12831,69,5.0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,10886.36388508892,10949.337057307814,22525.904646660212,35752.32492668622,14000
2018,49400,190,4.7,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26202.40666450987,29806.568571428572,22525.904646660212,35752.32492668622,35900
2018,34000,136,5.3,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,17251.958183990442,18831.160714285714,22525.904646660212,35752.32492668622,24900
2012,125000,122,5.7,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,17251.958183990442,18831.160714285714,22525.904646660212,35752.32492668622,11999
2017,87000,170,4.9,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9915.299401197604,23466.066161775532,22525.904646660212,35752.32492668622,15600
2010,91000,98,5.7,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,17251.958183990442,15395.560000304671,22525.904646660212,35752.32492668622,9800
2010,175000,140,5.8,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16542.651072961373,9459.256756756757,22525.904646660212,35752.32492668622,8900
2012,115447,140,4.6,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25546.556756756756,14904.820895522387,22525.904646660212,35752.32492668622,15950
2019,16000,245,7.2,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,25546.556756756756,16258.57281553398,22525.904646660212,35752.32492668622,37900
2010,63000,143,6.3,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,26202.40666450987,15653.143884892086,22525.904646660212,35752.32492668622,13500
2013,126000,105,4.3,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25546.556756756756,14904.820895522387,22525.904646660212,35752.32492668622,11500
2002,175000,343,11.9,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,26202.40666450987,38741.95,22525.904646660212,35752.32492668622,23800
2014,121000,150,5.0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32193.466814159292,27044.358778625956,22525.904646660212,35752.32492668622,19000
2018,88700,150,5.1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25546.556756756756,23545.87341772152,22525.904646660212,35752.32492668622,27990
2011,58000,141,7.8,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,15693.285714285714,15460.685950413223,22525.904646660212,35752.32492668622,11500
2012,175000,147,5.9,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14846.575757575758,10150.1785714536,22525.904646660212,35752.32492668622,9200
2006,220500,122,10.8,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32193.466814159292,40296.07142857143,22525.904646660212,35752.32492668622,22500
2018,98978,150,5.987094625390036,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16542.651072961373,23212.71111111111,22525.904646660212,35752.32492668622,19995
2017,61900,385,8.0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,97983.84231274639,43498.07751937985,22525.904646660212,35752.32492668622,57995
2018,88700,150,5.1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25546.556756756756,23545.87341772152,22525.904646660212,35752.32492668622,27990
2011,125000,143,5.9,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26202.40666450987,20811.204545454544,22525.904646660212,35752.32492668622,13200
2014,215000,245,7.2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16542.651072961373,18777.9375,22525.904646660212,35752.32492668622,12500
2021,16900,131,4.3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13407.126549249837,18763.294326241135,22525.904646660212,35752.32492668622,31690
2008,287000,326,11.1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25546.556756756756,29053.6,22525.904646660212,35752.32492668622,18000
2019,36500,150,4.8,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25546.556756756756,24154.449152542373,22525.904646660212,35752.32492668622,31000
2016,280000,190,5.7,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25546.556756756756,24154.449152542373,22525.904646660212,35752.32492668622,19990
2018,88700,150,5.1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25546.556756756756,23545.87341772152,22525.904646660212,35752.32492668622,27990
2011,160000,200,8.3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18253.76070528967,28774.624999999818,22525.904646660212,35752.32492668622,15000
2014,112000,143,4.9,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26202.40666450987,20811.204545454544,22525.904646660212,35752.32492668622,18000
2009,220000,140,6.5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13885.174757281553,18200.69444444445,22525.904646660212,35752.32492668622,7500
2018,88700,150,5.1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25546.556756756756,23545.87341772152,22525.904646660212,35752.32492668622,27990
2015,110000,131,5.5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15693.285714285714,18935.883720930233,22525.904646660212,35752.32492668622,18500
2018,37000,150,6.0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,16542.651072961373,22341.215384615385,22525.904646660212,35752.32492668622,29000
2016,76000,150,6.2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,25546.556756756756,23545.87341772152,22525.904646660212,35752.32492668622,22000
2012,145000,184,6.6,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10717.666666666666,8109.473918091116,22525.904646660212,35752.32492668622,11000
